ID,Question,Choice_1,Choice_2,Choice_3,Choice_4,Answer
19,"Which type of filter is characterized by a difference equation that involves both present and past input values, as well as feedback from the output?",Infinite Impulse Response (IIR) filter,Finite Impulse Response (FIR) filter,High-pass filter,Band-pass filter,Infinite Impulse Response (IIR) filter
20,"In filter design, what term describes a system where the output depends only on present and past input values, not future values?",Anticausal,Recursive,Nonlinear,Causal,Causal
21,Which type of filter has a difference equation that represents a moving average of the input signal?,FIR filter,IIR filter,Band-pass filter,Low-pass filter,FIR filter
22,What term refers to the output of a system when the input is an impulse function?,Step response,Impulse response,Frequency response,Transfer function,Impulse response
23,Which type of filter allows high-frequency components to pass through while attenuating low-frequency components?,Low-pass filter,Band-pass filter,High-pass filter,Band-stop filter,High-pass filter
24,"In the context of filter design, what term describes a system where the superposition principle holds, meaning the response to a sum of inputs is the sum of individual responses?",Linear,Nonlinear,Causal,Recursive,Linear
25,"What process involves modifying the frequency content of a signal, allowing certain frequencies to pass while attenuating others?",Convolution,Correlation,Z-transform,Filtering,Filtering
26,Which mathematical tool is commonly used in signal processing to analyze and transform discrete-time signals into the Z-domain?,Fourier transform,Laplace transform,Z-transform,Convolution,Z-transform
27,What operation combines two signals to produce a third signal that represents the integral of the pointwise multiplication of the original signals?,Convolution,Correlation,Fourier transform,Z-transform,Convolution
28,"What mathematical tool is used to represent a signal in terms of its frequency components, providing a way to analyze the signal in the frequency domain?",Convolution,Fourier transform,Z-transform,Filtering,Fourier transform
29,Which filter type(s) is/are characterized by a difference equation involving only present and past input values without feedback from output?,FIR filter,IIR filter,Both FIR filter and IIR filter,Neither FIR filter and IIR filter,Both FIR filter and IIR filter
30,"Which filter type is characterized by a difference equation that involves feedback from the output to the input, allowing for recursive structures?",IIR filter,FIR filter,Low-pass filter,Band-stop filter,IIR filter
31,"In the context of pole-zero-gain representation, what term refers to the values of the input for which the transfer function becomes zero?",Poles,Gains,Zeros,Roots,Zeros
32,What term in pole-zero-gain representation refers to the values of the input for which the system's output becomes infinite?,Poles,Gains,Zeros,Roots,Poles
33,"In which domain does Fourier transform represent a signal, providing information about its frequency components?",Time domain,Z-domain,Frequency domain,Laplace domain,Frequency domain
34,What is the time-domain representation of the output of a system when the input is an impulse function?,Step response,Impulse response,Frequency response,Transfer function,Impulse response
35,"What operation measures the similarity between two signals, indicating how much one signal resembles the other with a time shift?",Convolution,Cross-correlation,Autocorrelation,Z-transform,Cross-correlation
36,Which operation(s) is/are used to analyze the similarity between a signal and a time-shifted version of itself?,Convolution,Cross-correlation,Autocorrelation,Both Cross-correlation and Autocorrelation,Both Cross-correlation and Autocorrelation
37,What are the primary purposes of communication systems?,Transmission of information,Reception of information,Surveillance,Both Transmission and Reception of information,Both Transmission and Reception of information
38,"In a communication system, what term refers to the medium through which the information is transmitted?",Modulation,Demodulation,Channel,Transmitter,Channel
39,What process involves modifying a carrier signal's properties to encode information for transmission?,Demodulation,Modulation,Amplification,Encoding,Modulation
40,What component of a communication system is responsible for encoding and transmitting the information?,Transmitter,Receiver,Channel,Modulator,Transmitter
41,Which of the following is not a component of a basic communication system?,Source,Transmitter,Receiver,Multiplexer,Multiplexer
42,"In a communication system, what component is responsible for decoding and extracting the information from the received signal?",Receiver,Transmitter,Modulator,Channel,Receiver
43,What type of communication system represents information as continuous signals?,Digital,Optical,Analog,Binary,Analog
44,What process is applied to extract the original information from a modulated carrier signal?,Encoding,Demodulation,Modulation,Decoding,Demodulation
45,"In communication systems, what term refers to unwanted signals or interference that may distort the transmitted information?",Noise,Signal,Channel,Modulation,Noise
46,What process involves converting information into a suitable format for transmission?,Modulation,Demodulation,Encoding,Decoding,Encoding
47,What term refers to the range of frequencies occupied by a signal in a communication system?,Modulation,Bandwidth,Channel,Decoding,Bandwidth
48,What type of communication system represents information as discrete signals or binary code?,Digital,Analog,Optical,Pulsed,Digital
49,Which of the following is not a common example of communication channels?,Twisted pair cables,Coaxial cables,Fiber optic cables,Oscillator,Oscillator
50,"In the communication process, what initiates the transmission of information?",Modulator,Information Source,Decoder,Receiver,Information Source
51,What numerical system is commonly used in digital communication to represent information?,Binary,Decimal,Hexadecimal,Octal,Binary
52,Which of the following does not affect the overall performance of a communication system?,Noise,Bandwidth,Latency,Device's brand,Device's brand
53,What is noise in the context of communication systems?,Unwanted electrical disturbances,Desired signals,Error-free transmissions,Clear reception,Unwanted electrical disturbances
54,"In communication systems, where does external noise primarily originate from?",Internal components,External sources,Transmitter,Receiver,External sources
55,What characterizes thermal noise in a communication system?,Intentional interference,Harmonic distortion,Random variations in voltage,Systematic fluctuations,Random variations in voltage
56,What type of noise has a constant power spectral density across all frequencies?,White noise,Gaussian noise,Pink noise,Impulse noise,White noise
57,What term refers to the unwanted coupling of signals between communication channels?,White noise,Gaussian noise,Crosstalk,Burst noise,Crosstalk
58,Which of the following does not contribute to internal noise in a communication system?,Electronic components,Thermal effects,Clock jitter,Software,Software
59,What type of noise is commonly encountered in electronic communication systems and exhibits a normal distribution?,Impulse noise,Gaussian noise,Burst noise,Crosstalk,Gaussian noise
60,"What type of noise is characterized by sudden, brief increases in signal intensity?",Thermal noise,Pink noise,Burst noise,White noise,Burst noise
61,What parameter is used to measure the quality of a communication system by comparing the strength of the desired signal to the level of noise?,Signal-to-noise ratio,Modulation depth,Carrier frequency,Bandwidth,Signal-to-noise ratio
62,What type of noise is associated with the random nature of electron flow in electronic devices?,Shot noise,Flicker noise,Thermal noise,Pink noise,Shot noise
63,What type of noise increases at lower frequencies and is often associated with semiconductor devices?,Burst noise,White noise,Flicker noise,Pink noise,Flicker noise
64,Which of the following is not considered external noise sources in a communication system?,Atmospheric noise,Extraterrestrial noise,Man-made noise,Thermal noise,Thermal noise
65,"What type of noise includes interference from celestial sources, such as the sun and stars?",Atmospheric noise,Extraterrestrial noise,Galactic noise,Industrial noise,Extraterrestrial noise
66,"In the context of communication cables, what is the term for unwanted signal coupling between adjacent conductors?",Thermal noise,Pink noise,Burst noise,Crosstalk,Crosstalk
67,"In a communication system, where does internal noise primarily originate from?",Internal sources,External sources,Transmitter,Receiver,Internal sources
68,"What type of noise includes interference from sources beyond our solar system, such as distant galaxies?",Atmospheric noise,Extraterrestrial noise,Galactic noise,Industrial noise,Galactic noise
69,What type of noise is generated when signals of different frequencies mix and produce additional frequencies?,Crosstalk,Intermodulation noise,Burst noise,Pink noise,Intermodulation noise
70,"What term describes the modulation of one signal by another, resulting in unwanted signal variations?",Shot noise,Thermal noise,Cross modulation,Burst noise,Cross modulation
71,"In a communication system, what type of noise is primarily attributed to the electronic components within the system?",Internal noise,External noise,Crosstalk,Burst noise,Internal noise
72,"In digital communication systems, what type of noise arises from the process of approximating continuous signals with discrete levels?",Flicker noise,Quantization noise,Pink noise,Burst noise,Quantization noise
73,What are the two components of an amplitude-modulated (AM) signal?,Carrier and Flicker Noise signals,Modulating and Shot Noise signals,Carrier and Modulating signals,Flicker and Shot Noise signals,Carrier and Modulating signals
74,"In amplitude modulation (AM), the frequency of the sidebands is determined by what parameter?",Modulating signal amplitude,Modulating signal frequency,Phase of the carrier signal,Frequency of the carrier signal,Frequency of the carrier signal
75,What technique allows multiple AM signals to share a common transmission medium by assigning different carrier frequencies?,Time Division Multiplexing (TDM),Frequency Division Multiplexing (FDM),Amplitude Division Multiplexing (ADM),Phase Division Multiplexing (PDM),Frequency Division Multiplexing (FDM)
76,"What modulation technique eliminates one of the sidebands and the carrier, resulting in a more bandwidth-efficient signal?",Amplitude Modulation (AM),Frequency Modulation (FM),Single-Sideband (SSB),Phase Modulation (PM),Single-Sideband (SSB)
77,What modulation technique involves variations in both the amplitude and phase of a carrier signal?,Pulse Width Modulation (PWM),Frequency Shift Keying (FSK),Amplitude Modulation (AM),Quadrature Amplitude Modulation (QAM),Quadrature Amplitude Modulation (QAM)
78,"In digital communication, what modulation technique involves varying the phase of the carrier signal to represent different data symbols?",Frequency Shift Keying (FSK),Phase Shift Keying (PSK),Amplitude Shift Keying (ASK),Pulse Amplitude Modulation (PAM),Phase Shift Keying (PSK)
79,What type of amplitude modulation eliminates the carrier signal and one sideband to reduce bandwidth?,Double-Sideband Suppressed Carrier (DSB-SC),Single-Sideband (SSB),Amplitude Modulation (AM),Vestigial Sideband (VSB),Double-Sideband Suppressed Carrier (DSB-SC)
80,Which of the following is not one of the advantages of Single-Sideband (SSB) modulation?,Reduced Susceptibility to Fading,Increased power efficiency,Enhanced signal quality,Spectrum Efficiency,Enhanced signal quality
81,"In amplitude modulation (AM), what modulation index corresponds to 100% modulation?",50% modulation,25% modulation,100% modulation,75% modulation,100% modulation
82,What is a key advantage of using Single-Sideband (SSB) modulation over Double-Sideband (DSB) modulation?,Increased bandwidth efficiency,Simplified receiver design,Reduced power consumption,Improved signal quality,Increased bandwidth efficiency
83,What modulation technique involves varying the frequency of the carrier signal in proportion to the instantaneous amplitude of the modulating signal?,Amplitude modulation (AM),Frequency modulation (FM),Phase modulation (PM),Quadrature amplitude modulation (QAM),Frequency modulation (FM)
84,"In frequency modulation (FM), what is the phase of the carrier signal modified by?",Amplitude of the modulating signal,Frequency of the modulating signal,Phase of the modulating signal,Time of the modulating signal,Phase of the modulating signal
85,"In frequency modulation (FM), what parameter represents the maximum instantaneous change in frequency from the carrier frequency?",Modulation index,Modulation depth,Carrier frequency,Frequency deviation,Frequency deviation
86,"In frequency modulation (FM), what term refers to the ratio of the peak frequency deviation to the frequency of the modulating signal?",Modulation index,Modulation depth,Carrier frequency,Frequency deviation,Modulation index
87,What phenomenon occurs in FM receivers when a stronger signal on a nearby frequency suppresses weaker signals at the same frequency?,Pre-emphasis,FM stereo,Capture effect,Frequency discrimination,Capture effect
88,What technique is used in FM broadcasting to boost higher frequencies before transmission to overcome noise interference?,De-emphasis,Pre-emphasis,FM stereo,Phase modulation,Pre-emphasis
89,Which of the following is not an application of Frequency Modulation?,FM radio broadcasting,Two-way radio communication,Television audio transmission,AM radio broadcasting,AM radio broadcasting
90,What type of Frequency Modulation (FM) is commonly used in VHF and UHF communication systems?,Wideband FM (WBFM),Baseband FM (BBFM),Narrowband FM (NBFM),Phase Modulation (PM),Narrowband FM (NBFM)
91,What modulation technique is closely related to Frequency Modulation (FM) and is used in certain communication systems?,Amplitude Modulation (AM),Single-Sideband (SSB),Quadrature Amplitude Modulation (QAM),Phase Modulation (PM),Phase Modulation (PM)
92,What technique is commonly used in FM receivers to convert the modulated signal to an intermediate frequency for demodulation?,Heterodyne detection,Envelope detection,Coherent detection,Homodyne detection,Heterodyne detection
93,What demodulation technique is used when the carrier signal is available at the receiver for demodulation in FM communication?,Heterodyne detection,Coherent detection,Envelope detection,Homodyne detection,Coherent detection
94,What rule is used to estimate the bandwidth required for Frequency Modulation (FM) signals?,Nyquist theorem,Hartley's law,Carson's rule,Shannon's theorem,Carson's rule
95,What theorem states that the minimum sampling rate of a signal must be twice its bandwidth to avoid aliasing?,Nyquist theorem,Shannon's theorem,Carson's rule,Hartley's law,Nyquist theorem
96,Which of the following does not affect the bandwidth of an Amplitude Modulation (AM) signal?,Modulation index,Carrier frequency,Modulating signal frequency,Noise,Noise
97,What is the primary function of a radio receiver in a communication system?,Modulation,Demodulation,Amplification,Transmission,Demodulation
98,What is the most common architecture used in modern radio receivers due to its advantages in selectivity and sensitivity?,Superheterodyne,Regenerative,Direct Conversion,TRF (Tuned Radio Frequency),Superheterodyne
99,"In a superheterodyne receiver, what frequency is used for the initial amplification and filtering of the incoming signal?",Carrier frequency,Modulating frequency,Intermediate Frequency (IF),Audio frequency,Intermediate Frequency (IF)
100,"In a superheterodyne receiver, what component generates a frequency to mix with the incoming signal, creating the intermediate frequency?",Mixer,Local Oscillator,Amplifier,Detector,Local Oscillator
101,What type of receiver utilizes positive feedback to achieve high sensitivity and selectivity but is prone to instability?,Regenerative,Superheterodyne,Direct Conversion,TRF (Tuned Radio Frequency),Regenerative
102,What feature in a radio receiver adjusts the gain to maintain a constant output level despite variations in the incoming signal strength?,AFC (Automatic Frequency Control),IF (Intermediate Frequency),AGC (Automatic Gain Control),AFC (Automatic Frequency Compensation),AGC (Automatic Gain Control)
103,"In a superheterodyne receiver, what component combines the incoming signal with the local oscillator frequency to produce the intermediate frequency?",Detector,Mixer,Amplifier,Local Oscillator,Mixer
104,What is a potential issue in superheterodyne receivers where a signal can be mistakenly received due to a mirroring effect?,Image Frequency,Intermediate Frequency (IF),Carrier Frequency,Audio Frequency,Image Frequency
105,Which of the following is not a common type of modulation that radio receivers should be capable of demodulating?,Amplitude Modulation,Frequency Modulation,Phase Modulation,Time Modulation,Time Modulation
106,What feature in a communication receiver mutes the audio output when the received signal strength falls below a certain threshold?,AGC (Automatic Gain Control),AFC (Automatic Frequency Control),Squelch,IF (Intermediate Frequency),Squelch
107,"In a phase-locked loop (PLL) demodulator, what demodulation technique is used to recover the modulating signal?",Envelope Detection,Frequency Discrimination,Quadrature Detection,Coherent Detection,Coherent Detection
108,What modification is made to a superheterodyne receiver to reduce the effect of image frequency interference?,Dual Conversion,Image Reject Mixer,Double Conversion,Single Conversion,Image Reject Mixer
109,What technique is used to convert analog signals into a series of discrete pulses for transmission?,Frequency modulation,Amplitude modulation,Pulse modulation,Phase modulation,Pulse modulation
110,"In pulse modulation, what is the process of selecting discrete values of an analog signal at regular intervals called?",Sampling,Quantization,Modulation,Demodulation,Sampling
111,What pulse modulation technique is widely used for digitizing analog signals in communication systems?,Pulse Amplitude Modulation (PAM),Pulse Code Modulation (PCM),Pulse Width Modulation (PWM),Pulse Position Modulation (PPM),Pulse Code Modulation (PCM)
112,"In pulse modulation, what technique encodes information by varying the time interval between pulses?",Pulse Code Modulation (PCM),Pulse Width Modulation (PWM),Pulse Position Modulation (PPM),Pulse Amplitude Modulation (PAM),Pulse Position Modulation (PPM)
113,"In a digital communication system, what modulation technique is commonly used for broadcasting and satellite communication?",Amplitude modulation,Phase modulation,Pulse width modulation,Frequency modulation,Frequency modulation
114,What digital modulation scheme combines amplitude and phase modulation to transmit multiple bits per symbol?,Binary Phase Shift Keying (BPSK),Quadrature Amplitude Modulation (QAM),Frequency Shift Keying (FSK),Amplitude Shift Keying (ASK),Quadrature Amplitude Modulation (QAM)
115,"In a digital communication system, what process is performed at the receiver to recover the original digital data from the modulated signal?",Modulation,Sampling,Quantization,Demodulation,Demodulation
116,What is a key advantage of digital modulation over analog modulation in communication systems?,Bandwidth efficiency,Signal-to-noise ratio,Transmission range,Analog precision,Bandwidth efficiency
117,"In digital communication, what term refers to the number of bits transmitted per unit of time?",Baud rate,Symbol rate,Bit rate,Modulation rate,Bit rate
118,What digital modulation technique is an extension of Binary Phase Shift Keying (BPSK) and allows for the transmission of two bits per symbol?,Frequency Shift Keying (FSK),Quadrature Phase Shift Keying (QPSK),Amplitude Shift Keying (ASK),Binary Frequency Shift Keying (BFSK),Quadrature Phase Shift Keying (QPSK)
119,"In Quadrature Amplitude Modulation (QAM), what property allows for the simultaneous transmission of multiple bits per symbol?",Orthogonality,Linearity,Symmetry,Constellation,Orthogonality
120,"What digital modulation technique is widely used in broadband communication systems, including cable and DSL?",BPSK (Binary Phase Shift Keying),QPSK (Quadrature Phase Shift Keying),QAM (Quadrature Amplitude Modulation),BFSK (Binary Frequency Shift Keying),QAM (Quadrature Amplitude Modulation)
121,"In digital communication systems, what type of transmission involves sending digital signals directly without modulation?",Broadband transmission,Analog transmission,Carrier transmission,Baseband transmission,Baseband transmission
122,What broadband communication technology uses existing telephone lines to provide high-speed internet access?,Fiber-optic communication,Cable modem,Digital Subscriber Line (DSL),Satellite communication,Digital Subscriber Line (DSL)
123,"In broadband communication, what technology is a standardized protocol for transmitting data in fixed-size cells?",Asynchronous Transfer Mode (ATM),Ethernet,Transmission Control Protocol (TCP),Internet Protocol (IP),Asynchronous Transfer Mode (ATM)
124,What broadband communication technology uses optical fibers to transmit data at high speeds with low signal loss?,Microwave communication,DSL (Digital Subscriber Line),Cable modem,Fiber-optic communication,Fiber-optic communication
125,What pulse modulation technique varies the duration of pulses to encode information?,Pulse Code Modulation (PCM),Pulse Width Modulation (PWM),Pulse Position Modulation (PPM),Pulse Amplitude Modulation (PAM),Pulse Width Modulation (PWM)
126,What term refers to the transmission of multiple signals simultaneously over a wide frequency range?,Baseband transmission,Analog transmission,Broadband communication,Carrier transmission,Broadband communication
127,What is not considered as a characteristic of broadband communication systems?,High data rates,Wide frequency range,Support for multiple signals,Low cost,Low cost
128,What technique allows multiple signals to share a common transmission medium by allocating different frequency bands?,TDM (Time Division Multiplexing),FDM (Frequency Division Multiplexing),WDM (Wavelength Division Multiplexing),PAM (Pulse Amplitude Modulation),FDM (Frequency Division Multiplexing)
129,"In digital communication, what term refers to the efficient use of the available frequency spectrum?",Bandwidth efficiency,Signal-to-noise ratio,Modulation rate,Channel capacity,Bandwidth efficiency
130,What demodulation technique is used in digital communication systems when the carrier signal phase information is available at the receiver?,Envelope detection,Non-coherent detection,Heterodyne detection,Coherent detection,Coherent detection
131,What multiplexing technique allocates different time slots to multiple signals for transmission over a common channel?,Frequency Division Multiplexing (FDM),Time Division Multiplexing (TDM),Code Division Multiplexing (CDM),Space Division Multiplexing (SDM),Time Division Multiplexing (TDM)
132,What multiple access technique allows multiple users to share the same frequency band by using unique codes for each user?,Frequency Division Multiple Access (FDMA),Time Division Multiple Access (TDMA),Code Division Multiple Access (CDMA),Space Division Multiple Access (SDMA),Code Division Multiple Access (CDMA)
133,What is not an advantage of using digital modulation in communication systems?,Improved signal quality,Error detection and correction,Efficient use of bandwidth,Low device's cost,Low device's cost
134,What digital modulation technique is commonly used for voice communication in telecommunications systems?,Pulse Code Modulation (PCM),Quadrature Amplitude Modulation (QAM),Binary Phase Shift Keying (BPSK),Amplitude Shift Keying (ASK),Pulse Code Modulation (PCM)
135,"In networking, what type of network covers a large geographic area, such as a city or country?",Local Area Network (LAN),Metropolitan Area Network (MAN),Wide Area Network (WAN),Personal Area Network (PAN),Wide Area Network (WAN)
136,What digital modulation technique is commonly used in digital television (DTV) and cable modem systems?,Binary Phase Shift Keying (BPSK),Quadrature Amplitude Modulation (QAM),Frequency Shift Keying (FSK),Amplitude Shift Keying (ASK),Quadrature Amplitude Modulation (QAM)
137,What does digital communications primarily involve?,Transmission of analog signals,Conversion of digital signals to analog,Modulation of analog signals,Transmission of digital data,Transmission of digital data
138,"In digital communications, what is the most common form of data representation?",Decimal,Binary,Hexadecimal,Octal,Binary
139,What are the basic symbols used in binary digital communications?,A and B,X and Y,0 and 1,+ and -,0 and 1
140,What is the smallest unit of data in digital communications?,Bit,Byte,Nibble,Word,Bit
141,What field of study focuses on the manipulation and processing of digital signals in digital communication systems?,Analog Signal Processing,Digital Signal Processing,Communication Theory,Information Theory,Digital Signal Processing
142,"In digital communications, what is the process of extracting the original digital signal from the modulated carrier?",Modulation,Encoding,Demodulation,Decoding,Demodulation
143,Which of the following does not represent an advantage of digital communication over analog communication?,Less susceptible to noise,Easier to encrypt and secure,Higher bandwidth,Scalability and cost-effectiveness,Higher bandwidth
144,What technique is commonly used to convert analog signals into digital form for transmission in digital communication systems?,Pulse Code Modulation,Pulse Amplitude Modulation,Pulse Width Modulation,Pulse Position Modulation,Pulse Code Modulation
145,What process is commonly used to secure digital communications by converting the original message into an unreadable form?,Modulation,Encryption,Decryption,Encoding,Encryption
146,Which of the following is not an example of a digital communication system?,Internet,Mobile phones,Satellite communication,AM Radio,AM Radio
147,Which modulation technique represents digital data by varying the amplitude of pulse signals?,Pulse Width Modulation,Pulse Position Modulation,Pulse Amplitude Modulation,Pulse Code Modulation,Pulse Amplitude Modulation
148,In which modulation technique is the width of the pulse varied to represent digital data?,Pulse Width Modulation,Pulse Amplitude Modulation,Pulse Position Modulation,Pulse Code Modulation,Pulse Width Modulation
149,Which of the following modulation techniques is not an example of digital transmission?,PAM (Pulse Amplitude Modulation),PWM (Pulse Width Modulation),PPM (Pulse Position Modulation),FM (Frequency Modulation),FM (Frequency Modulation)
150,"In digital communication, what type of data is commonly used for representing information?",Analog,Binary,Continuous,Waveform,Binary
151,Which digital modulation technique converts analog signals into digital form by sampling and quantization?,Pulse Width Modulation,Pulse Amplitude Modulation,Pulse Position Modulation,Pulse Code Modulation,Pulse Code Modulation
152,In which modulation technique is the position of the pulse varied to represent digital data?,Pulse Width Modulation,Pulse Amplitude Modulation,Pulse Position Modulation,Pulse Code Modulation,Pulse Position Modulation
153,Which modulation technique cannot be used for digital-to-analog conversion?,PAM,PWM,PPM,FM,FM
154,What process is involved in converting an analog signal into a digital form in PCM?,Sampling,Modulation,Demodulation,Quantization,Sampling
155,"In which modulation technique, the amplitude of the pulse is varied to represent the digital data?",Pulse Amplitude Modulation,Pulse Width Modulation,Pulse Position Modulation,Pulse Code Modulation,Pulse Amplitude Modulation
156,Is the data used in digital transmission continuous or discrete?,Continuous,Analog,Waveform,Discrete,Discrete
157,"In which modulation technique, the position of the pulse is varied to represent the digital data?",Pulse Width Modulation,Pulse Amplitude Modulation,Pulse Position Modulation,Pulse Code Modulation,Pulse Position Modulation
158,Which modulation technique represents digital data by varying the width of pulse signals?,Pulse Amplitude Modulation,Pulse Width Modulation,Pulse Position Modulation,Pulse Code Modulation,Pulse Width Modulation
159,What process involves converting continuous amplitude levels into discrete levels in PCM?,Sampling,Modulation,Demodulation,Quantization,Quantization
160,Which modulation technique represents digital data by varying the amplitude of pulse signals?,Pulse Amplitude Modulation,Pulse Width Modulation,Pulse Position Modulation,Pulse Code Modulation,Pulse Amplitude Modulation
161,Which digital modulation technique involves the conversion of analog signals into digital form through quantization and sampling?,Pulse Amplitude Modulation,Pulse Width Modulation,Pulse Position Modulation,Pulse Code Modulation,Pulse Code Modulation
162,Which modulation technique is not commonly used in digital communications?,ASK (Amplitude Shift Keying),FSK (Frequency Shift Keying),PSK (Phase Shift Keying),PM (Phase Modulation),PM (Phase Modulation)
163,What modulation technique is used when there are only two phase shifts (0° and 180°)?,Quadrature Phase Shift Keying (QPSK),Binary Phase Shift Keying (BPSK),Quadrature Amplitude Modulation (QAM),Differential Phase Shift Keying (DPSK),Binary Phase Shift Keying (BPSK)
164,Which modulation technique uses phase shifts to represent digital data?,Amplitude Shift Keying (ASK),Frequency Shift Keying (FSK),Phase Shift Keying (PSK),Quadrature Amplitude Modulation (QAM),Phase Shift Keying (PSK)
165,What modulation technique is used when both amplitude and phase are varied to represent digital data?,ASK (Amplitude Shift Keying),FSK (Frequency Shift Keying),PSK (Phase Shift Keying),Quadrature Amplitude Modulation (QAM),Quadrature Amplitude Modulation (QAM)
166,Which modulation technique changes the frequency of the carrier signal to represent digital data?,ASK (Amplitude Shift Keying),FSK (Frequency Shift Keying),PSK (Phase Shift Keying),QAM (Quadrature Amplitude Modulation),FSK (Frequency Shift Keying)
167,What modulation technique changes the amplitude of the carrier signal to represent digital data?,ASK (Amplitude Shift Keying),FSK (Frequency Shift Keying),PSK (Phase Shift Keying),QAM (Quadrature Amplitude Modulation),ASK (Amplitude Shift Keying)
168,Which modulation technique is widely used in digital communication systems for transmitting digital data over radio waves and cable systems?,ASK (Amplitude Shift Keying),FSK (Frequency Shift Keying),PSK (Phase Shift Keying),Quadrature Amplitude Modulation (QAM),Quadrature Amplitude Modulation (QAM)
169,What modulation technique represents digital data by varying the amplitude of a carrier signal?,Amplitude Shift Keying (ASK),Frequency Shift Keying (FSK),Phase Shift Keying (PSK),Quadrature Amplitude Modulation (QAM),Amplitude Shift Keying (ASK)
170,Which modulation technique represents digital data by varying the frequency of a carrier signal?,Amplitude Shift Keying (ASK),Frequency Shift Keying (FSK),Phase Shift Keying (PSK),Quadrature Amplitude Modulation (QAM),Frequency Shift Keying (FSK)
171,What modulation technique changes the phase of the carrier signal to represent digital data?,Amplitude Shift Keying (ASK),Frequency Shift Keying (FSK),Phase Shift Keying (PSK),Quadrature Amplitude Modulation (QAM),Phase Shift Keying (PSK)
172,Which modulation technique combines both amplitude and phase shifts to represent digital data?,Amplitude Shift Keying (ASK),Frequency Shift Keying (FSK),Phase Shift Keying (PSK),Quadrature Amplitude Modulation (QAM),Quadrature Amplitude Modulation (QAM)
173,What modulation technique represents digital data by varying the amplitude of a carrier signal?,Amplitude Shift Keying (ASK),Frequency Shift Keying (FSK),Phase Shift Keying (PSK),Quadrature Amplitude Modulation (QAM),Amplitude Shift Keying (ASK)
174,What modulation technique changes the frequency of the carrier signal to represent digital data?,Amplitude Shift Keying (ASK),Frequency Shift Keying (FSK),Phase Shift Keying (PSK),Quadrature Amplitude Modulation (QAM),Frequency Shift Keying (FSK)
175,What modulation technique changes the phase of the carrier signal to represent digital data?,Amplitude Shift Keying (ASK),Frequency Shift Keying (FSK),Phase Shift Keying (PSK),Quadrature Amplitude Modulation (QAM),Phase Shift Keying (PSK)
